Feature,Importance
Feature 964,6.7379486e-05
Feature 965,6.6312336e-05
Feature 966,6.228452e-05
Feature 967,7.8285986e-05
Feature 968,6.7052824e-05
Feature 969,5.2517822e-05
Feature 970,3.2267653e-05
Feature 971,7.531322e-05
Feature 972,3.3737928e-05
Feature 973,6.532547e-05
Feature 974,5.4874712e-05
Feature 975,6.7876266e-05
Feature 976,4.6740523e-05
Feature 977,4.35957e-05
Feature 978,5.1977593e-05
Feature 979,4.9521153e-05
Feature 980,4.4610228e-05
Feature 981,5.0018873e-05
Feature 982,6.2199215e-05
Feature 983,6.79295e-05
Feature 984,6.2652325e-05
Feature 985,4.1869913e-05
Feature 986,4.0365725e-05
Feature 987,6.053774e-05
Feature 988,4.7052912e-05
Feature 989,4.571958e-05
Feature 990,8.618622e-05
Feature 991,7.4907264e-05
Feature 992,6.2543826e-05
Feature 993,6.299381e-05
Feature 994,5.9021193e-05
Feature 995,5.6222896e-05
Feature 996,8.0171e-05
Feature 997,8.0141006e-05
Feature 998,6.675001e-05
Feature 999,4.4211363e-05
Feature 1000,7.626032e-05
Feature 1001,7.4246935e-05
Feature 1002,6.683467e-05
Feature 1003,6.951901e-05
Feature 1004,7.948778e-05
Feature 1005,8.928035e-05
Feature 1006,5.6833334e-05
Feature 1007,5.8980637e-05
Feature 1008,6.212556e-05
Feature 1009,7.114534e-05
Feature 1010,6.2804815e-05
Feature 1011,7.429502e-05
Feature 1012,4.912634e-05
Feature 1013,6.220132e-05
Feature 1014,7.917144e-05
Feature 1015,6.4119515e-05
Feature 1016,4.5945428e-05
Feature 1017,4.4455897e-05
Feature 1018,4.835068e-05
Feature 1019,5.9425027e-05
Feature 1020,6.078595e-05
Feature 1021,7.029822e-05
Feature 1022,7.176253e-05
Feature 1023,6.0039805e-05
Feature 1024,4.8370403e-05
Feature 1025,5.7425408e-05
Feature 1026,6.1320585e-05
Feature 1027,6.55491e-05
Feature 1028,5.6430654e-05
Feature 1029,8.262855e-05
Feature 1030,8.330839e-05
Feature 1031,7.1549046e-05
Feature 1032,8.8689165e-05
Feature 1033,7.401741e-05
Feature 1034,6.0574595e-05
Feature 1035,6.1096944e-05
Feature 1036,8.394613e-05
Feature 1037,6.527102e-05
Feature 1038,5.6512872e-05
Feature 1039,6.570862e-05
Feature 1040,9.856586e-05
Feature 1041,5.8744183e-05
Feature 1042,4.6575406e-05
Feature 1043,5.5275756e-05
Feature 1044,5.7452064e-05
Feature 1045,6.143257e-05
Feature 1046,6.1737526e-05
Feature 1047,5.1892697e-05
Feature 1048,7.521426e-05
Feature 1049,8.0520345e-05
Feature 1050,5.6685083e-05
Feature 1051,7.694443e-05
Feature 1052,6.444829e-05
Feature 1053,4.742224e-05
Feature 1054,8.568936e-05
Feature 1055,6.10949e-05
Feature 1056,7.036127e-05
Feature 1057,5.873428e-05
Feature 1058,5.7902715e-05
Feature 1059,6.3403386e-05
Feature 1060,6.793926e-05
Feature 1061,5.4061802e-05
Feature 1062,6.0340783e-05
Feature 1063,5.3741107e-05
Feature 1064,6.2771374e-05
Feature 1065,8.0170146e-05
Feature 1066,6.874234e-05
Feature 1067,6.5579254e-05
Feature 1068,8.021306e-05
Feature 1069,5.7712437e-05
Feature 1070,7.611829e-05
Feature 1071,5.414187e-05
Feature 1072,4.394962e-05
Feature 1073,4.5525332e-05
Feature 1074,5.0651874e-05
Feature 1075,9.3553404e-05
Feature 1076,2.9797744e-05
Feature 1077,4.7331083e-05
Feature 1078,0.00010521384
Feature 1079,5.7142694e-05
Feature 1080,5.051874e-05
Feature 1081,7.256786e-05
Feature 1082,6.0623413e-05
Feature 1083,6.68214e-05
Feature 1084,6.824567e-05
Feature 1085,6.98416e-05
Feature 1086,0.0001239943
Feature 1087,6.4461005e-05
Feature 1088,6.133312e-05
Feature 1089,6.963106e-05
Feature 1090,5.7267043e-05
Feature 1091,5.012887e-05
Feature 1092,5.4518903e-05
Feature 1093,7.5972785e-05
Feature 1094,5.2602507e-05
Feature 1095,6.374528e-05
Feature 1096,7.640533e-05
Feature 1097,6.868896e-05
Feature 1098,3.567608e-05
Feature 1099,4.6675563e-05
Feature 1100,9.962857e-05
Feature 1101,7.383614e-05
Feature 1102,4.4375134e-05
Feature 1103,6.0541744e-05
Feature 1104,7.573824e-05
Feature 1105,0.000100996076
Feature 1106,4.720407e-05
Feature 1107,4.9887265e-05
Feature 1108,7.901723e-05
Feature 1109,7.831716e-05
Feature 1110,4.6236124e-05
Feature 1111,6.1231774e-05
Feature 1112,7.228951e-05
Feature 1113,6.8412155e-05
Feature 1114,6.0637412e-05
Feature 1115,3.9522747e-05
Feature 1116,6.917183e-05
Feature 1117,4.9483762e-05
Feature 1118,5.8584516e-05
Feature 1119,5.2091444e-05
Feature 1120,6.414439e-05
Feature 1121,5.3229043e-05
Feature 1122,5.443217e-05
Feature 1123,5.4636836e-05
Feature 1124,4.350454e-05
Feature 1125,6.979244e-05
Feature 1126,9.8770244e-05
Feature 1127,6.618638e-05
Feature 1128,6.461508e-05
Feature 1129,6.706537e-05
Feature 1130,5.5419066e-05
Feature 1131,6.3189225e-05
Feature 1132,4.664268e-05
Feature 1133,3.5193054e-05
Feature 1134,7.27097e-05
Feature 1135,6.0514736e-05
Feature 1136,7.2017974e-05
Feature 1137,5.7643407e-05
Feature 1138,5.0634844e-05
Feature 1139,4.7051813e-05
Feature 1140,9.6883356e-05
Feature 1141,6.2092404e-05
Feature 1142,6.266824e-05
Feature 1143,7.9777026e-05
Feature 1144,5.3830576e-05
Feature 1145,4.0971256e-05
Feature 1146,4.8392754e-05
Feature 1147,8.179984e-05
Feature 1148,6.204955e-05
Feature 1149,6.0662383e-05
Feature 1150,4.6606205e-05
Feature 1151,5.6606077e-05
Feature 1152,3.7701273e-05
Feature 1153,5.172237e-05
Feature 1154,6.149531e-05
Feature 1155,7.8854646e-05
Feature 1156,4.7802572e-05
Feature 1157,5.4328586e-05
Feature 1158,6.290117e-05
Feature 1159,7.439295e-05
Feature 1160,3.772358e-05
Feature 1161,6.5534725e-05
Feature 1162,6.093351e-05
Feature 1163,6.7536464e-05
Feature 1164,5.5810302e-05
Feature 1165,5.372499e-05
Feature 1166,5.210404e-05
Feature 1167,4.5709785e-05
Feature 1168,6.564028e-05
Feature 1169,7.391199e-05
Feature 1170,9.0621776e-05
Feature 1171,3.966272e-05
Feature 1172,3.856945e-05
Feature 1173,4.3619693e-05
Feature 1174,6.0604692e-05
Feature 1175,5.169358e-05
Feature 1176,4.117462e-05
Feature 1177,6.972432e-05
Feature 1178,1.8953675e-05
Feature 1179,5.433323e-05
Feature 1180,4.6484227e-05
Feature 1181,6.360071e-05
Feature 1182,6.3226675e-05
Feature 1183,6.2691244e-05
Feature 1184,6.3961816e-05
Feature 1185,6.403532e-05
Feature 1186,5.7304103e-05
Feature 1187,4.0717583e-05
Feature 1188,4.3594682e-05
Feature 1189,9.3454095e-05
Feature 1190,6.722613e-05
Feature 1191,6.323771e-05
Feature 1192,8.099254e-05
Feature 1193,3.7520666e-05
Feature 1194,6.6298766e-05
Feature 1195,5.389588e-05
Feature 1196,6.29425e-05
Feature 1197,5.23918e-05
Feature 1198,5.9134254e-05
Feature 1199,4.1777523e-05
Feature 1200,5.5224722e-05
Feature 1201,9.3577706e-05
Feature 1202,4.91181e-05
Feature 1203,5.2572595e-05
Feature 1204,4.632498e-05
Feature 1205,6.422738e-05
Feature 1206,4.895709e-05
Feature 1207,6.2313055e-05
Feature 1208,5.578253e-05
Feature 1209,4.8882852e-05
Feature 1210,2.922361e-05
Feature 1211,5.5681874e-05
Feature 1212,5.8829453e-05
Feature 1213,5.2378495e-05
Feature 1214,7.240035e-05
Feature 1215,6.2653526e-05
Feature 1216,5.8369722e-05
Feature 1217,8.460157e-05
Feature 1218,7.399039e-05
Feature 1219,6.7383815e-05
Feature 1220,5.784632e-05
Feature 1221,4.1257354e-05
Feature 1222,6.621565e-05
Feature 1223,6.551934e-05
Feature 1224,5.7029592e-05
Feature 1225,4.5950856e-05
Feature 1226,6.300811e-05
Feature 1227,5.974203e-05
Feature 1228,4.3219625e-05
Feature 1229,5.5683744e-05
Feature 1230,5.6094148e-05
Feature 1231,4.4603683e-05
Feature 1232,7.451218e-05
Feature 1233,5.0018378e-05
Feature 1234,5.9458835e-05
Feature 1235,6.136027e-05
Feature 1236,7.126393e-05
Feature 1237,6.717719e-05
Feature 1238,6.834599e-05
Feature 1239,6.36199e-05
Feature 1240,5.0820843e-05
Feature 1241,5.5801953e-05
Feature 1242,4.3763528e-05
Feature 1243,5.2085983e-05
Feature 1244,6.054868e-05
Feature 1245,5.4544696e-05
Feature 1246,7.957253e-05
Feature 1247,4.1456366e-05
Feature 1248,3.783132e-05
Feature 1249,5.9689628e-05
Feature 1250,3.2402353e-05
Feature 1251,6.0177623e-05
Feature 1252,4.1937965e-05
Feature 1253,7.202124e-05
Feature 1254,5.0292663e-05
Feature 1255,3.601228e-05
Feature 1256,3.290144e-05
Feature 1257,5.4093955e-05
Feature 1258,4.9843668e-05
Feature 1259,5.57564e-05
Feature 1260,4.6948222e-05
Feature 1261,6.236446e-05
Feature 1262,7.7583194e-05
Feature 1263,4.0731164e-05
Feature 1264,2.4334735e-05
Feature 1265,4.36834e-05
Feature 1266,5.4299468e-05
Feature 1267,4.098436e-05
Feature 1268,4.582836e-05
Feature 1269,7.980439e-05
Feature 1270,4.8275724e-05
Feature 1271,7.7958015e-05
Feature 1272,5.2855507e-05
Feature 1273,4.4445882e-05
Feature 1274,4.856372e-05
Feature 1275,3.4814308e-05
Feature 1276,5.3681488e-05
Feature 1277,6.073142e-05
Feature 1278,6.676333e-05
Feature 1279,6.1508115e-05
Feature 1280,6.2657615e-05
Feature 1281,5.3033837e-05
Feature 1282,5.002935e-05
Feature 1283,6.7329565e-05
Feature 1284,6.434838e-05
Feature 1285,7.320342e-05
Feature 1286,4.5317676e-05
Feature 1287,7.626603e-05
Feature 1288,5.7748883e-05
Feature 1289,8.334102e-05
Feature 1290,5.971501e-05
Feature 1291,3.8299717e-05
Feature 1292,5.713129e-05
Feature 1293,5.4130618e-05
Feature 1294,4.2416585e-05
Feature 1295,7.35731e-05
Feature 1296,6.361416e-05
Feature 1297,6.0291528e-05
Feature 1298,7.2625764e-05
Feature 1299,7.302728e-05
Feature 1300,5.1493087e-05
Feature 1301,6.4440675e-05
Feature 1302,2.6977401e-05
Feature 1303,7.0030066e-05
Feature 1304,5.772911e-05
Feature 1305,6.493904e-05
Feature 1306,3.891744e-05
Feature 1307,4.1913238e-05
Feature 1308,6.873198e-05
Feature 1309,5.4194068e-05
Feature 1310,7.8409845e-05
Feature 1311,7.255884e-05
Feature 1312,7.2887706e-05
Feature 1313,5.9079477e-05
Feature 1314,7.804174e-05
Feature 1315,5.5969696e-05
Feature 1316,9.629991e-05
Feature 1317,5.9722366e-05
Feature 1318,6.693607e-05
Feature 1319,5.1118703e-05
Feature 1320,8.029813e-05
Feature 1321,5.0825885e-05
Feature 1322,4.4828394e-05
Feature 1323,6.78723e-05
Feature 1324,7.2790695e-05
Feature 1325,7.459273e-05
Feature 1326,5.4415024e-05
Feature 1327,7.7470686e-05
Feature 1328,5.5702123e-05
Feature 1329,4.2391835e-05
Feature 1330,9.0546935e-05
Feature 1331,4.088205e-05
Feature 1332,4.13973e-05
Feature 1333,4.228893e-05
Feature 1334,4.7026668e-05
Feature 1335,5.8255177e-05
Feature 1336,6.1800434e-05
Feature 1337,3.7896138e-05
Feature 1338,6.6283195e-05
Feature 1339,4.6128087e-05
Feature 1340,8.491539e-05
Feature 1341,9.441399e-05
Feature 1342,8.125837e-05
Feature 1343,6.538308e-05
Feature 1344,6.8772366e-05
Feature 1345,9.639839e-05
Feature 1346,6.15694e-05
Feature 1347,6.3504456e-05
Feature 1348,5.963822e-05
Feature 1349,4.4635904e-05
Feature 1350,6.0376708e-05
Feature 1351,7.188379e-05
Feature 1352,4.989007e-05
Feature 1353,3.0830208e-05
Feature 1354,3.8649912e-05
Feature 1355,8.142511e-05
Feature 1356,2.8606622e-05
Feature 1357,5.9866285e-05
Feature 1358,5.1250365e-05
Feature 1359,4.8140664e-05
Feature 1360,6.2647756e-05
Feature 1361,5.4991127e-05
Feature 1362,7.4167765e-05
Feature 1363,5.419408e-05
Feature 1364,6.9036e-05
Feature 1365,6.5775355e-05
Feature 1366,4.045718e-05
Feature 1367,5.5554665e-05
Feature 1368,7.171318e-05
Feature 1369,4.7638383e-05
Feature 1370,5.027765e-05
Feature 1371,7.227271e-05
Feature 1372,8.177015e-05
Feature 1373,7.129729e-05
Feature 1374,4.8566268e-05
Feature 1375,5.1988478e-05
Feature 1376,5.8324727e-05
Feature 1377,6.969989e-05
Feature 1378,7.061877e-05
Feature 1379,6.0265997e-05
Feature 1380,3.6262412e-05
Feature 1381,4.6539055e-05
Feature 1382,2.8686034e-05
Feature 1383,7.455681e-05
Feature 1384,7.044107e-05
Feature 1385,6.524223e-05
Feature 1386,6.35701e-05
Feature 1387,4.3293705e-05
Feature 1388,5.2920685e-05
Feature 1389,6.037047e-05
Feature 1390,5.9956583e-05
Feature 1391,5.2451465e-05
Feature 1392,6.572275e-05
Feature 1393,5.1963903e-05
Feature 1394,4.5240613e-05
Feature 1395,8.028261e-05
Feature 1396,5.470136e-05
Feature 1397,6.2198575e-05
Feature 1398,4.582033e-05
Feature 1399,8.517689e-05
Feature 1400,9.293239e-05
Feature 1401,9.153804e-05
Feature 1402,4.7554575e-05
Feature 1403,7.654283e-05
Feature 1404,5.1924835e-05
Feature 1405,6.939455e-05
Feature 1406,8.366875e-05
Feature 1407,6.300675e-05
Feature 1408,6.543277e-05
Feature 1409,4.729928e-05
Feature 1410,4.089074e-05
Feature 1411,6.644557e-05
Feature 1412,7.756403e-05
Feature 1413,4.8432037e-05
Feature 1414,4.228431e-05
Feature 1415,5.143723e-05
Feature 1416,6.674231e-05
Feature 1417,6.2526015e-05
Feature 1418,5.4709948e-05
Feature 1419,5.7956204e-05
Feature 1420,7.816743e-05
Feature 1421,7.941051e-05
Feature 1422,6.540027e-05
Feature 1423,5.0641225e-05
Feature 1424,4.506767e-05
Feature 1425,6.0736715e-05
Feature 1426,5.8636277e-05
Feature 1427,4.8830123e-05
Feature 1428,5.7041092e-05
Feature 1429,6.0127393e-05
Feature 1430,6.031445e-05
Feature 1431,5.5786903e-05
Feature 1432,5.925122e-05
Feature 1433,8.002885e-05
Feature 1434,2.7071805e-05
Feature 1435,2.6043988e-05
Feature 1436,2.140844e-05
Feature 1437,2.9967126e-05
Feature 1438,2.1097556e-05
Feature 1439,2.6464357e-05
Feature 1440,2.6180081e-05
Feature 1441,1.9897438e-05
Feature 1442,3.0479247e-05
Feature 1443,2.9889614e-05
